id,Hardness
10407,2.4803123
10408,2.4974003
10409,5.748756
10410,5.0092363
10411,5.748756
10412,5.748756
10413,2.6961133
10414,5.748756
10415,2.6913452
10416,5.748756
10417,4.4527884
10418,5.547281
10419,5.8019295
10420,4.6448226
10421,5.748756
10422,5.748756
10423,4.9263463
10424,5.748756
10425,5.748756
10426,1.9952826
10427,5.748756
10428,5.748756
10429,5.7505116
10430,2.4607618
10431,5.748756
10432,5.748756
10433,5.748756
10434,5.748756
10435,5.748756
10436,5.748756
10437,5.748756
10438,5.761466
10439,5.748756
10440,3.1660385
10441,2.463121
10442,3.1057246
10443,2.246503
10444,3.4871716
10445,5.748756
10446,2.6362891
10447,5.748756
10448,5.748756
10449,5.748756
10450,5.748756
10451,5.748756
10452,2.4757638
10453,5.863273
10454,5.748756
10455,2.2798781
10456,2.4614878
10457,2.3160691
10458,6.565779
10459,5.748756
10460,2.7315328
10461,5.7679057
10462,5.748756
10463,5.748756
10464,5.748756
10465,2.2575023
10466,5.748756
10467,5.748756
10468,2.573329
10469,5.748756
10470,5.748756
10471,5.748756
10472,2.2943566
10473,5.748756
10474,2.480482
10475,5.748756
10476,2.7167795
10477,5.748756
10478,5.5050607
10479,5.547031
10480,2.7174273
10481,4.788205
10482,5.748756
10483,5.7920074
10484,2.2876606
10485,2.5656967
10486,2.3709166
10487,2.2541409
10488,5.748756
10489,5.748756
10490,2.7572813
10491,5.748756
10492,5.748756
10493,2.2553875
10494,2.6441064
10495,2.4817092
10496,2.632681
10497,5.748756
10498,5.8091106
10499,5.748756
10500,5.748756
10501,2.52854
10502,6.508303
10503,5.911132
10504,5.748756
10505,2.224846
10506,2.6541085
10507,5.748756
10508,2.4898305
10509,2.488108
10510,3.56426
10511,2.1526897
10512,5.748756
10513,5.748756
10514,2.7605839
10515,2.4687476
10516,2.665257
10517,5.748756
10518,5.748756
10519,5.748756
10520,5.748756
10521,5.742801
10522,5.748756
10523,5.8516088
10524,2.8128183
10525,2.6277466
10526,2.3069851
10527,5.748756
10528,5.753051
10529,3.1107006
10530,2.4910827
10531,5.748756
10532,5.748756
10533,5.748756
10534,6.0044823
10535,5.748756
10536,5.748756
10537,5.6497254
10538,5.748756
10539,5.748756
10540,2.4468648
10541,2.2628164
10542,5.181555
10543,5.748756
10544,5.748756
10545,5.748756
10546,5.748756
10547,5.748756
10548,5.748756
10549,5.748756
10550,5.748756
10551,5.7106566
10552,5.748756
10553,5.748756
10554,2.302114
10555,2.5210295
10556,5.748756
10557,5.748756
10558,5.748756
10559,3.9321609
10560,2.268044
10561,5.748756
10562,5.748756
10563,2.2295244
10564,2.2721522
10565,2.5703015
10566,2.4692864
10567,3.1607552
10568,2.7122889
10569,5.748756
10570,5.748756
10571,5.7498527
10572,5.748756
10573,5.748756
10574,2.4595425
10575,2.6662288
10576,2.1415744
10577,1.7479974
10578,5.748756
10579,5.748756
10580,2.3177686
10581,5.748756
10582,2.6407557
10583,2.5141928
10584,5.748756
10585,2.475366
10586,2.1986256
10587,5.830805
10588,2.510715
10589,5.748756
10590,2.6160088
10591,5.748756
10592,2.51873
10593,5.7853622
10594,5.748756
10595,5.748756
10596,5.748756
10597,5.758412
10598,3.4282649
10599,5.748756
10600,2.3972204
10601,5.8485737
10602,5.4412036
10603,5.748756
10604,5.748756
10605,1.7479974
10606,2.365612
10607,5.748756
10608,5.748756
10609,6.8718057
10610,5.748756
10611,5.9069343
10612,5.748756
10613,5.748756
10614,5.748756
10615,5.748756
10616,6.165138
10617,5.748756
10618,2.2602832
10619,5.748756
10620,5.748756
10621,5.368249
10622,2.7772841
10623,5.748756
10624,5.748756
10625,5.748756
10626,2.6441836
10627,5.748756
10628,5.748756
10629,5.748756
10630,2.4497597
10631,5.748756
10632,2.5078502
10633,2.3448644
10634,2.590818
10635,2.3234088
10636,5.748756
10637,5.748756
10638,2.2645786
10639,5.748756
10640,5.763244
10641,2.6378374
10642,2.5583086
10643,1.7479974
10644,3.9353008
10645,5.748756
10646,2.1173766
10647,5.748756
10648,5.748756
10649,5.748756
10650,2.4617054
10651,5.8575153
10652,5.748756
10653,5.748756
10654,4.0404444
10655,2.4044275
10656,5.748756
10657,4.6321297
10658,5.748756
10659,5.748756
10660,2.4695168
10661,5.748756
10662,2.7821379
10663,5.8347373
10664,2.6993184
10665,5.748756
10666,5.748756
10667,5.748756
10668,5.748756
10669,2.965157
10670,2.2437334
10671,2.6270742
10672,2.2498147
10673,2.6563213
10674,2.4831984
10675,5.493165
10676,2.2585552
10677,2.287289
10678,2.7752452
10679,2.2434175
10680,5.748756
10681,5.748756
10682,5.748756
10683,5.748756
10684,2.2560067
10685,5.748756
10686,2.962923
10687,5.7797832
10688,5.748756
10689,5.748756
10690,5.731377
10691,5.748756
10692,5.748756
10693,5.748756
10694,5.748756
10695,2.6524196
10696,5.748756
10697,5.748756
10698,2.3172035
10699,2.2871583
10700,2.6567645
10701,5.748756
10702,5.748756
10703,5.748756
10704,2.6368017
10705,5.8071904
10706,5.748756
10707,6.067032
10708,2.6092944
10709,2.4911928
10710,5.7641907
10711,5.748756
10712,5.748756
10713,2.2861018
10714,2.6983933
10715,5.748756
10716,5.748756
10717,5.748756
10718,5.748756
10719,5.748756
10720,5.748756
10721,2.7677355
10722,2.2584248
10723,5.9006276
10724,5.748756
10725,1.7479974
10726,2.247895
10727,1.970979
10728,2.3942597
10729,5.748756
10730,5.8194714
10731,5.748756
10732,2.5432975
10733,2.2507572
10734,5.748756
10735,5.748756
10736,5.748756
10737,5.748756
10738,5.748756
10739,2.6741095
10740,2.2504044
10741,5.7826056
10742,2.5905256
10743,4.5672026
10744,2.2946968
10745,5.748756
10746,3.9595518
10747,2.4716268
10748,5.8929276
10749,5.748756
10750,5.748756
10751,5.748756
10752,2.7467766
10753,2.7884185
10754,5.748756
10755,5.748756
10756,2.6989684
10757,2.6779838
10758,2.7486603
10759,2.5410933
10760,5.748756
10761,5.944799
10762,5.748756
10763,5.748756
10764,5.748756
10765,5.995144
10766,5.748756
10767,5.748756
10768,5.8063426
10769,5.748756
10770,5.829869
10771,2.3677669
10772,5.748756
10773,2.2573826
10774,5.748756
10775,5.748756
10776,5.748756
10777,1.7479974
10778,5.748756
10779,5.748756
10780,2.7437994
10781,5.4398084
10782,5.748756
10783,2.7719998
10784,5.748756
10785,5.748756
10786,5.74734
10787,5.748756
10788,5.748756
10789,5.748756
10790,2.5899162
10791,2.639977
10792,5.748756
10793,5.748756
10794,5.748756
10795,5.748756
10796,3.1054206
10797,5.748756
10798,5.748756
10799,5.868338
10800,2.4884448
10801,5.748756
10802,5.748756
10803,3.080032
10804,5.748756
10805,5.748756
10806,5.748756
10807,5.748756
10808,3.629319
10809,2.5506408
10810,2.7668233
10811,5.459444
10812,2.767218
10813,5.748756
10814,5.748756
10815,2.2632675
10816,5.546607
10817,5.748756
10818,5.3952365
10819,5.748756
10820,5.748756
10821,2.2498643
10822,2.2999463
10823,5.748756
10824,5.748756
10825,5.748756
10826,2.6943202
10827,5.748756
10828,2.2448778
10829,5.748756
10830,5.748756
10831,5.748756
10832,5.748756
10833,5.748756
10834,5.748756
10835,5.748756
10836,4.921235
10837,5.748756
10838,2.6242676
10839,2.5010862
10840,5.748756
10841,5.748756
10842,5.8808403
10843,4.476759
10844,2.6639347
10845,5.1179404
10846,5.748756
10847,5.748756
10848,2.6141407
10849,5.748756
10850,5.748756
10851,2.2346919
10852,5.748756
10853,5.748756
10854,5.7527175
10855,5.6648097
10856,5.748756
10857,5.748756
10858,5.748756
10859,5.748756
10860,5.748756
10861,5.748756
10862,5.748756
10863,5.956212
10864,5.748756
10865,5.748756
10866,5.748756
10867,1.7479974
10868,5.6039653
10869,3.4231236
10870,5.796471
10871,5.749083
10872,2.6218147
10873,2.7411375
10874,5.748756
10875,5.748756
10876,5.753112
10877,5.7604456
10878,5.748756
10879,5.748756
10880,2.7391152
10881,6.3421545
10882,2.765047
10883,2.634583
10884,3.7885928
10885,5.748756
10886,2.3798556
10887,3.7677093
10888,5.748756
10889,5.748756
10890,5.748756
10891,2.5590646
10892,5.748756
10893,2.2399435
10894,5.748756
10895,5.7670813
10896,2.4749112
10897,5.748756
10898,5.748756
10899,2.4720612
10900,2.4877353
10901,5.748756
10902,2.7747414
10903,3.0405517
10904,5.748756
10905,5.748756
10906,2.3128388
10907,5.351815
10908,5.748756
10909,2.2804697
10910,5.748756
10911,5.8287377
10912,5.748756
10913,5.748756
10914,5.195496
10915,2.6743996
10916,5.748756
10917,5.748756
10918,5.7860627
10919,5.748756
10920,5.748756
10921,5.748756
10922,2.5445046
10923,2.6148643
10924,5.748756
10925,5.748756
10926,5.748756
10927,5.748756
10928,2.263921
10929,5.748756
10930,5.748756
10931,2.4462066
10932,5.748756
10933,5.748756
10934,5.748756
10935,5.748756
10936,2.3880754
10937,5.748756
10938,2.7484007
10939,5.748756
10940,5.748756
10941,2.2648454
10942,5.748756
10943,5.748756
10944,3.4868493
10945,5.748756
10946,5.748756
10947,4.7479844
10948,2.8037646
10949,2.2696033
10950,2.441717
10951,5.748756
10952,5.748756
10953,2.6598997
10954,5.748756
10955,2.8144963
10956,5.748756
10957,5.748756
10958,5.748756
10959,5.748756
10960,2.168531
10961,5.748756
10962,2.4750495
10963,2.617115
10964,5.748756
10965,5.748756
10966,2.5304022
10967,5.748756
10968,5.748756
10969,2.5105855
10970,4.989275
10971,5.748756
10972,2.1976488
10973,2.7994719
10974,5.748756
10975,2.2561274
10976,5.748756
10977,5.748756
10978,4.6514063
10979,2.712439
10980,5.748756
10981,5.748756
10982,5.748756
10983,2.4211879
10984,5.7831635
10985,2.5384908
10986,5.748756
10987,5.748756
10988,5.748756
10989,3.8504257
10990,2.137509
10991,2.5054398
10992,5.89898
10993,2.3421147
10994,2.7171953
10995,2.5174646
10996,5.8199162
10997,5.748756
10998,5.468992
10999,2.685431
11000,5.748756
11001,5.748756
11002,2.2496605
11003,5.748756
11004,5.748756
11005,5.773859
11006,5.748756
11007,5.748756
11008,5.748756
11009,5.4825773
11010,5.748756
11011,5.748756
11012,5.748756
11013,5.748756
11014,5.748756
11015,5.748756
11016,5.748756
11017,2.7773514
11018,2.7778606
11019,2.5464838
11020,5.748756
11021,5.748756
11022,5.962919
11023,5.748756
11024,5.748756
11025,5.0793896
11026,1.7479974
11027,2.607088
11028,5.748756
11029,2.2485962
11030,2.544258
11031,5.748756
11032,2.5109432
11033,5.748756
11034,2.3291132
11035,5.7813225
11036,5.748756
11037,5.748756
11038,5.748756
11039,5.748756
11040,5.748756
11041,5.748756
11042,2.2483728
11043,2.3927755
11044,2.7748628
11045,5.7850714
11046,2.2586858
11047,2.1948078
11048,5.748756
11049,5.748756
11050,2.7589965
11051,5.748756
11052,2.5049613
11053,5.748756
11054,5.748756
11055,5.748756
11056,5.748756
11057,5.748756
11058,5.857081
11059,5.748756
11060,2.3370192
11061,5.748756
11062,5.748756
11063,5.748756
11064,2.745224
11065,5.929928
11066,5.6459384
11067,2.6398125
11068,5.748756
11069,5.748756
11070,5.748756
11071,5.748756
11072,2.6756558
11073,5.748756
11074,5.748756
11075,2.9013357
11076,2.8222127
11077,2.667609
11078,2.804572
11079,5.748756
11080,2.3280144
11081,5.748756
11082,5.587448
11083,5.9247375
11084,5.748756
11085,5.748756
11086,1.9618376
11087,5.748756
11088,2.2510483
11089,5.748756
11090,5.748756
11091,2.2418156
11092,2.2190979
11093,5.748756
11094,5.748756
11095,2.6691942
11096,5.748756
11097,2.432338
11098,5.748756
11099,5.748756
11100,5.748756
11101,5.748756
11102,5.748756
11103,2.8139634
11104,5.748756
11105,5.748756
11106,5.748756
11107,2.5471232
11108,5.748756
11109,5.748756
11110,5.748756
11111,2.5692391
11112,5.748756
11113,5.748756
11114,2.2936993
11115,5.748756
11116,3.569952
11117,5.748756
11118,5.748756
11119,5.748756
11120,5.748756
11121,5.748756
11122,5.748756
11123,2.5404687
11124,5.748756
11125,5.748756
11126,2.5339947
11127,5.8177147
11128,5.748756
11129,5.748756
11130,5.740215
11131,2.5556633
11132,2.5016587
11133,2.6539068
11134,5.748756
11135,5.7555017
11136,5.748756
11137,5.802996
11138,5.748756
11139,5.748756
11140,5.748756
11141,5.748756
11142,5.748756
11143,5.748756
11144,2.1906335
11145,5.748756
11146,5.748756
11147,5.748756
11148,2.390728
11149,5.8792133
11150,5.748756
11151,5.748756
11152,2.3327408
11153,5.46673
11154,5.748756
11155,5.748756
11156,4.99895
11157,2.129414
11158,2.639947
11159,5.8167257
11160,2.4479733
11161,5.9093375
11162,5.748756
11163,5.748756
11164,5.748756
11165,2.224723
11166,2.6430101
11167,5.748756
11168,5.748756
11169,3.2475638
11170,2.554378
11171,5.748756
11172,5.748756
11173,5.748756
11174,5.748756
11175,5.748756
11176,5.8086543
11177,5.748756
11178,1.7479974
11179,5.748756
11180,5.751341
11181,5.748756
11182,5.748756
11183,5.748756
11184,5.748756
11185,5.748756
11186,5.748756
11187,2.8107996
11188,5.748756
11189,2.6911407
11190,5.9187107
11191,5.748756
11192,2.5433936
11193,5.748756
11194,2.671862
11195,2.6939387
11196,5.7619653
11197,5.748756
11198,5.748756
11199,2.5680087
11200,5.748756
11201,2.8142488
11202,5.748756
11203,2.4032724
11204,4.382568
11205,5.748756
11206,5.748756
11207,5.748756
11208,5.748756
11209,5.9551373
11210,5.748756
11211,5.748756
11212,1.7479974
11213,2.4620261
11214,2.6183767
11215,5.748756
11216,5.748756
11217,5.748756
11218,5.748756
11219,2.3137617
11220,2.3978868
11221,2.485268
11222,5.748756
11223,2.4848392
11224,2.6411386
11225,5.748756
11226,5.7837505
11227,5.748756
11228,5.748756
11229,2.7978127
11230,5.748756
11231,5.749668
11232,2.2516203
11233,2.4185495
11234,2.6835294
11235,2.5905266
11236,5.748756
11237,5.748756
11238,2.472368
11239,5.748756
11240,5.748756
11241,5.8000474
11242,5.748756
11243,5.748756
11244,5.748756
11245,2.0652666
11246,5.748756
11247,2.2546191
11248,5.809698
11249,2.2574403
11250,5.5452843
11251,5.748756
11252,5.748756
11253,5.748756
11254,5.748756
11255,5.748756
11256,5.748756
11257,5.748756
11258,2.2687664
11259,5.824123
11260,2.4398465
11261,5.748756
11262,5.748756
11263,5.748756
11264,5.748756
11265,5.748756
11266,5.748756
11267,2.5533464
11268,1.7479974
11269,2.6953583
11270,5.748756
11271,5.748756
11272,2.5415704
11273,2.5355067
11274,2.665313
11275,5.7554264
11276,2.6525588
11277,2.147315
11278,2.4680505
11279,5.748756
11280,2.6677685
11281,5.748756
11282,5.748756
11283,5.4657435
11284,5.748756
11285,5.748756
11286,5.748756
