id,Hardness
10407,4.085202
10408,4.1395783
10409,4.9611764
10410,4.7251863
10411,4.7778873
10412,4.558583
10413,4.422167
10414,4.8738275
10415,4.2466626
10416,4.719939
10417,4.412461
10418,4.595061
10419,4.9716134
10420,4.5451922
10421,4.9164915
10422,4.8388124
10423,4.6267104
10424,4.57767
10425,4.8996696
10426,4.2496595
10427,4.3895802
10428,4.674784
10429,4.872895
10430,4.259627
10431,4.416327
10432,4.891491
10433,4.936332
10434,4.9196653
10435,4.9862614
10436,4.9024634
10437,4.921634
10438,5.004409
10439,4.977094
10440,4.527991
10441,4.1915426
10442,4.405632
10443,4.0158887
10444,4.4220524
10445,4.8363066
10446,4.438765
10447,4.9050674
10448,4.9744763
10449,4.714077
10450,4.9616256
10451,4.8552203
10452,4.1887627
10453,4.875187
10454,4.7427874
10455,4.1457324
10456,4.1093664
10457,3.9873223
10458,5.542965
10459,4.8862495
10460,4.2762
10461,4.941406
10462,4.853814
10463,4.956466
10464,4.8666215
10465,4.1156425
10466,4.9514523
10467,4.9861283
10468,4.0662694
10469,4.9266524
10470,4.825377
10471,4.992231
10472,3.9750423
10473,4.96319
10474,4.2460604
10475,5.0033355
10476,4.45283
10477,4.9722977
10478,4.5933895
10479,4.591592
10480,4.4102283
10481,4.4240313
10482,4.9914646
10483,4.9644966
10484,3.964859
10485,4.473656
10486,4.333724
10487,4.0067143
10488,4.8976116
10489,4.537375
10490,4.559855
10491,4.949977
10492,4.969024
10493,4.0665016
10494,4.362769
10495,4.2215114
10496,4.3576965
10497,4.86537
10498,4.9482083
10499,5.006008
10500,4.425556
10501,4.0623536
10502,5.1639247
10503,4.8740554
10504,4.9625483
10505,4.4251537
10506,4.310024
10507,4.9914646
10508,4.1633854
10509,4.047373
10510,4.4656005
10511,4.031378
10512,4.936161
10513,4.8999653
10514,4.5957284
10515,4.0366645
10516,4.327665
10517,4.8134737
10518,4.655881
10519,4.9643393
10520,4.8572664
10521,4.707341
10522,4.766206
10523,4.668245
10524,4.191604
10525,4.3636155
10526,4.0502763
10527,4.928654
10528,4.9775314
10529,4.7512083
10530,4.2727294
10531,4.860581
10532,4.8151402
10533,4.912955
10534,5.0627623
10535,4.8643456
10536,4.7108274
10537,4.6076746
10538,4.9219656
10539,4.937645
10540,4.220702
10541,4.0329328
10542,4.531772
10543,4.892215
10544,4.744615
10545,4.5564613
10546,4.902869
10547,4.9152217
10548,4.764965
10549,4.721626
10550,4.914305
10551,4.6165175
10552,4.924582
10553,4.9324927
10554,4.3495116
10555,4.098469
10556,4.85208
10557,4.998332
10558,4.9379816
10559,4.421019
10560,4.004405
10561,4.5971417
10562,4.9293733
10563,4.2762094
10564,4.008391
10565,4.5126095
10566,4.338011
10567,4.5086064
10568,4.450847
10569,4.894138
10570,4.866751
10571,4.9809036
10572,4.9398646
10573,4.7795258
10574,4.0675044
10575,4.5894985
10576,3.9751253
10577,3.9479613
10578,4.858141
10579,4.9609284
10580,4.218178
10581,4.9669056
10582,4.409014
10583,4.26943
10584,4.633222
10585,4.045286
10586,4.29618
10587,4.881812
10588,4.231021
10589,4.9596424
10590,4.183712
10591,4.9580607
10592,4.1357636
10593,4.927707
10594,5.002814
10595,4.8530436
10596,4.563203
10597,4.9845586
10598,4.732044
10599,4.96728
10600,4.081693
10601,4.7962327
10602,4.435871
10603,4.932868
10604,4.9809036
10605,3.9226406
10606,4.082562
10607,5.0113444
10608,4.8829484
10609,5.542965
10610,5.0064874
10611,4.8799434
10612,4.9598513
10613,4.992462
10614,4.935635
10615,4.904578
10616,4.99235
10617,4.8947706
10618,3.9979594
10619,4.9689264
10620,4.932663
10621,4.411125
10622,4.3970103
10623,4.9567285
10624,4.75806
10625,4.9596148
10626,4.3770704
10627,4.9466205
10628,4.952432
10629,4.9047174
10630,4.0052433
10631,4.708211
10632,4.4623876
10633,4.0236497
10634,4.2597632
10635,4.4365187
10636,4.777823
10637,4.5842123
10638,3.9859812
10639,5.014539
10640,4.9683485
10641,4.654408
10642,4.195417
10643,3.9342506
10644,4.296344
10645,4.9485555
10646,4.0871634
10647,4.948831
10648,4.9516406
10649,4.8914165
10650,4.2165956
10651,4.8716483
10652,4.959477
10653,4.937028
10654,4.4865813
10655,4.3588233
10656,4.8883142
10657,4.6152883
10658,4.9573035
10659,4.9423385
10660,4.2127275
10661,4.614344
10662,4.5062537
10663,5.033465
10664,4.4054093
10665,4.9425373
10666,4.713597
10667,4.894519
10668,4.978262
10669,4.5389605
10670,4.3488665
10671,4.5194497
10672,3.991657
10673,4.3846893
10674,4.3258615
10675,4.694997
10676,4.0383234
10677,4.0721717
10678,4.317886
10679,4.0219226
10680,4.9602036
10681,4.443372
10682,4.649598
10683,4.5241694
10684,4.0129704
10685,4.7983694
10686,4.5414486
10687,4.8804135
10688,4.964485
10689,4.6455555
10690,4.733653
10691,4.9167767
10692,4.8166227
10693,4.869693
10694,4.9236054
10695,4.36207
10696,4.9960365
10697,4.867969
10698,4.322177
10699,3.964859
10700,4.449797
10701,4.92043
10702,4.9098516
10703,4.7374854
10704,4.233727
10705,4.8557796
10706,4.961819
10707,4.98299
10708,4.3507967
10709,4.233067
10710,4.7071404
10711,4.5874624
10712,4.9633975
10713,4.033257
10714,4.1621094
10715,4.9193826
10716,4.820481
10717,4.994147
10718,4.7246113
10719,4.8605256
10720,4.958244
10721,4.7113585
10722,4.0033503
10723,4.445406
10724,4.8828144
10725,3.9256608
10726,4.0503693
10727,4.063832
10728,4.299005
10729,4.8671465
10730,4.938214
10731,4.873163
10732,4.163006
10733,4.0243897
10734,4.9391203
10735,4.9499254
10736,4.9816093
10737,4.6779785
10738,4.9364247
10739,4.3240256
10740,4.0010943
10741,4.908015
10742,4.2538395
10743,4.6453924
10744,4.247678
10745,4.9601417
10746,4.53819
10747,4.090884
10748,5.0363545
10749,4.634015
10750,4.7088313
10751,4.9258623
10752,4.5621
10753,4.551045
10754,4.9230103
10755,4.9207826
10756,4.4392724
10757,4.352914
10758,4.487623
10759,4.106539
10760,4.9726305
10761,4.941086
10762,4.9752607
10763,4.938349
10764,4.792078
10765,4.57231
10766,4.9612207
10767,4.6594176
10768,4.9440312
10769,4.951554
10770,4.9370894
10771,4.0101953
10772,4.9575043
10773,4.124798
10774,4.8468623
10775,4.9053717
10776,4.7089896
10777,3.9256608
10778,4.9469404
10779,4.86445
10780,4.5116086
10781,4.612017
10782,4.9418373
10783,4.5151615
10784,4.9729877
10785,4.9738274
10786,4.7816944
10787,5.0031114
10788,4.9714494
10789,4.903593
10790,4.402425
10791,4.5476055
10792,4.9677105
10793,4.7688026
10794,4.6471825
10795,4.955649
10796,4.677356
10797,4.9582043
10798,4.9790545
10799,4.869108
10800,4.179669
10801,4.9726305
10802,4.8234653
10803,4.5984254
10804,4.935303
10805,4.93706
10806,5.009238
10807,4.947051
10808,4.4599404
10809,4.159716
10810,4.467995
10811,4.5564895
10812,4.38876
10813,4.671255
10814,4.8977337
10815,4.020208
10816,4.794308
10817,4.8462987
10818,4.5232077
10819,4.9073224
10820,4.9576907
10821,3.9857454
10822,4.039358
10823,4.9480696
10824,4.901553
10825,4.9609284
10826,4.462889
10827,4.929556
10828,4.017391
10829,4.9679723
10830,4.9110165
10831,4.8207345
10832,5.0113444
10833,4.9435277
10834,4.8491693
10835,4.740012
10836,4.5692782
10837,4.7825103
10838,4.3610625
10839,4.0780506
10840,4.916136
10841,4.75074
10842,4.9886875
10843,4.507878
10844,4.206209
10845,4.5780144
10846,4.9317093
10847,4.9870796
10848,4.2697644
10849,4.943508
10850,4.9490976
10851,4.0914373
10852,4.7122602
10853,4.603447
10854,4.7840934
10855,4.6484404
10856,4.7208753
10857,4.9333525
10858,4.844142
10859,4.836289
10860,4.9515085
10861,4.965321
10862,4.952659
10863,4.5422935
10864,4.9114385
10865,4.9274087
10866,4.700421
10867,3.9342506
10868,4.6208344
10869,4.5212755
10870,5.014539
10871,4.964406
10872,4.280835
10873,4.451314
10874,4.9705825
10875,4.988733
10876,4.9384885
10877,4.800054
10878,5.00872
10879,4.9357333
10880,4.3344016
10881,5.0848956
10882,4.3880215
10883,4.4588904
10884,4.3389263
10885,4.73066
10886,4.071528
10887,4.549213
10888,4.8272085
10889,4.9224024
10890,4.792497
10891,4.332104
10892,4.897707
10893,4.0064096
10894,4.8773355
10895,4.8792706
10896,4.001372
10897,4.9629683
10898,5.019532
10899,4.249085
10900,4.431772
10901,4.936817
10902,4.390727
10903,4.2583294
10904,4.894189
10905,4.9269137
10906,4.2218313
10907,4.5830026
10908,4.9395776
10909,4.1278057
10910,4.919997
10911,4.866917
10912,4.957044
10913,4.692368
10914,4.564055
10915,4.611829
10916,4.649282
10917,5.0113444
10918,5.007443
10919,4.7250886
10920,4.965437
10921,4.8237367
10922,4.291957
10923,4.583426
10924,4.648363
10925,4.9612184
10926,4.805079
10927,4.5863814
10928,4.0195823
10929,4.507628
10930,4.8182673
10931,4.0231805
10932,4.8574243
10933,4.972823
10934,4.8860474
10935,4.9567432
10936,4.169522
10937,4.91441
10938,4.429964
10939,4.861014
10940,5.00765
10941,4.094337
10942,4.893741
10943,4.8983836
10944,4.4215302
10945,4.8831725
10946,4.971033
10947,4.577826
10948,4.719423
10949,4.088717
10950,4.154512
10951,4.875617
10952,4.8569536
10953,4.353985
10954,4.749701
10955,4.5075135
10956,4.9272127
10957,4.9305816
10958,4.965207
10959,4.916409
10960,4.1551266
10961,4.766087
10962,4.257395
10963,4.3460455
10964,4.898045
10965,4.784302
10966,4.400587
10967,4.7674856
10968,4.8723016
10969,4.2049847
10970,4.4960933
10971,4.9350586
10972,4.241402
10973,4.596908
10974,4.7595625
10975,3.9839947
10976,4.8992233
10977,4.8763046
10978,4.8289533
10979,4.2534685
10980,5.0113444
10981,4.851435
10982,4.942724
10983,4.3748226
10984,4.9556966
10985,4.2880983
10986,4.9620647
10987,4.9094357
10988,4.794446
10989,4.404919
10990,4.0104237
10991,4.1966076
10992,4.799838
10993,4.180098
10994,4.4478545
10995,4.102966
10996,5.005488
10997,4.8684716
10998,4.630194
10999,4.30948
11000,5.0107145
11001,4.9726305
11002,4.022545
11003,4.917108
11004,4.7919188
11005,4.516193
11006,4.7541547
11007,5.000492
11008,4.7834473
11009,4.5848775
11010,4.968336
11011,4.8836083
11012,4.972373
11013,4.9445496
11014,4.879349
11015,4.940154
11016,4.9560957
11017,4.609689
11018,4.358765
11019,4.236315
11020,4.968916
11021,4.56742
11022,5.080204
11023,4.879402
11024,4.896555
11025,4.38905
11026,4.0486565
11027,4.306509
11028,4.876783
11029,3.9688249
11030,4.0856795
11031,4.9381833
11032,4.2851987
11033,4.656589
11034,4.1603208
11035,4.8020773
