id,Hardness
10407,2.445442
10408,2.135883
10409,6.5957255
10410,3.9980314
10411,6.581846
10412,5.4941716
10413,3.3843274
10414,4.925435
10415,2.5327735
10416,3.7808874
10417,5.2061677
10418,4.3347673
10419,5.9201994
10420,4.1830297
10421,6.183873
10422,6.174177
10423,4.1758204
10424,5.0281863
10425,5.689446
10426,1.8349819
10427,5.2464724
10428,4.17218
10429,5.355065
10430,4.244361
10431,4.111662
10432,5.6708283
10433,6.401882
10434,5.690994
10435,5.8917503
10436,6.328834
10437,6.13573
10438,5.8745413
10439,5.2862263
10440,4.157454
10441,2.7878938
10442,6.250901
10443,2.02827
10444,2.7520301
10445,5.517698
10446,4.5223722
10447,5.4270334
10448,4.398346
10449,4.2693167
10450,5.372427
10451,5.7250648
10452,2.7962608
10453,6.642856
10454,3.9950006
10455,2.23206
10456,2.4333198
10457,2.9455657
10458,9.780484
10459,5.951141
10460,2.7430654
10461,5.6563635
10462,5.60783
10463,5.680303
10464,5.6919627
10465,3.243569
10466,5.9712105
10467,5.161478
10468,4.013143
10469,3.4551833
10470,4.988925
10471,4.659926
10472,1.8208833
10473,5.6066794
10474,2.7725227
10475,4.9211287
10476,4.547503
10477,5.295261
10478,2.2295249
10479,4.7715626
10480,3.013799
10481,4.4067063
10482,5.850807
10483,6.2903976
10484,1.0543774
10485,4.8517876
10486,0.8804079
10487,2.5587897
10488,6.556766
10489,3.6808412
10490,4.054218
10491,6.431509
10492,6.4468074
10493,2.6525266
10494,3.3281174
10495,3.8922117
10496,3.6808326
10497,5.3388586
10498,6.339963
10499,5.8961067
10500,4.603292
10501,2.1304498
10502,10.191375
10503,6.0589433
10504,4.883125
10505,2.7774582
10506,3.29776
10507,5.563639
10508,2.0594113
10509,2.6777053
10510,4.0625215
10511,2.1194963
10512,3.6442084
10513,4.1898227
10514,5.8444886
10515,3.2681448
10516,3.5172627
10517,6.1125126
10518,4.727493
10519,5.846528
10520,5.343572
10521,4.257661
10522,5.1579905
10523,5.0071206
10524,2.361632
10525,3.2542942
10526,2.5025847
10527,3.6330132
10528,6.04765
10529,4.940997
10530,3.835632
10531,4.3416753
10532,3.849343
10533,5.0052505
10534,7.3741345
10535,4.28249
10536,4.022334
10537,5.778251
10538,5.993797
10539,4.779224
10540,3.1096442
10541,2.8580964
10542,3.4972842
10543,6.415132
10544,3.0338848
10545,4.2285156
10546,4.538843
10547,5.606776
10548,6.780496
10549,5.0907035
10550,5.3724976
10551,3.8623464
10552,4.9401507
10553,6.5187635
10554,3.5126147
10555,2.448547
10556,5.519409
10557,4.960124
10558,4.856104
10559,4.170106
10560,2.634078
10561,4.7073536
10562,4.8175545
10563,2.249283
10564,2.127892
10565,3.4533613
10566,3.5177581
10567,3.472074
10568,4.9434786
10569,5.1917944
10570,5.4167657
10571,6.1755385
10572,5.5855002
10573,4.8649693
10574,2.469534
10575,3.8553212
10576,1.6127309
10577,1.1527201
10578,5.14872
10579,6.183388
10580,2.3863015
10581,5.0972037
10582,3.7475595
10583,2.1338756
10584,4.7185807
10585,2.3203347
10586,2.5926986
10587,8.244587
10588,3.0744472
10589,5.48838
10590,2.867559
10591,4.6586976
10592,2.257026
10593,4.9949384
10594,5.145759
10595,5.385061
10596,3.6439288
10597,6.5466304
10598,4.839165
10599,5.6417327
10600,2.8540316
10601,5.275564
10602,3.7012255
10603,5.098915
10604,5.677293
10605,1.2644991
10606,3.171675
10607,5.98692
10608,5.665885
10609,10.915464
10610,5.67825
10611,4.5793185
10612,5.473103
10613,6.223438
10614,6.255639
10615,5.466215
10616,7.329828
10617,4.9606233
10618,2.3130445
10619,4.8409166
10620,5.812475
10621,2.9643598
10622,3.490039
10623,5.648052
10624,4.7273464
10625,6.1945314
10626,3.3347106
10627,5.2074404
10628,5.9620914
10629,6.0444007
10630,2.1806378
10631,5.2800617
10632,2.4395854
10633,2.8495748
10634,2.5977623
10635,5.5642242
10636,4.264994
10637,5.193783
10638,3.149341
10639,6.51542
10640,5.94588
10641,2.1887376
10642,4.10171
10643,1.5145088
10644,5.075246
10645,5.769826
10646,1.738244
10647,6.0561047
10648,3.8599946
10649,6.2398963
10650,3.6938894
10651,5.7674103
10652,5.1314497
10653,5.339382
10654,3.622412
10655,2.6093905
10656,4.996926
10657,2.9554422
10658,6.161201
10659,6.097301
10660,3.7942739
10661,5.427597
10662,4.4244576
10663,6.126602
10664,3.3728204
10665,6.215221
10666,5.4918046
10667,6.219756
10668,5.2258043
10669,5.1976914
10670,3.541124
10671,4.306213
10672,2.5149753
10673,1.585638
10674,2.18433
10675,3.4584339
10676,2.2488985
10677,2.55765
10678,4.3310933
10679,2.374195
10680,5.493611
10681,2.8584557
10682,5.173159
10683,3.9681046
10684,2.338699
10685,5.486775
10686,2.6136558
10687,5.833973
10688,5.5751038
10689,4.056986
10690,3.4810104
10691,5.24601
10692,5.3101606
10693,5.1034107
10694,6.410036
10695,2.905379
10696,4.3375688
10697,4.656653
10698,4.9508796
10699,0.99520516
10700,1.6823062
10701,3.6627636
10702,5.729478
10703,5.105396
10704,4.1768413
10705,6.773356
10706,6.3507757
10707,7.9513345
10708,3.6618257
10709,3.3815875
10710,5.2788005
10711,3.3075805
10712,5.7276006
10713,3.1260624
10714,0.6780039
10715,5.508399
10716,4.964832
10717,5.7121863
10718,3.3781948
10719,6.100194
10720,5.36576
10721,2.2352557
10722,2.716744
10723,6.947306
10724,4.521154
10725,1.0436945
10726,2.1454525
10727,1.8321933
10728,3.883786
10729,5.2427497
10730,6.343389
10731,4.295861
10732,3.1891289
10733,1.9562638
10734,4.926882
10735,5.984916
10736,5.243574
10737,3.837483
10738,6.665128
10739,3.8120658
10740,2.5955245
10741,5.665265
10742,1.6333904
10743,4.6741543
10744,4.0479836
10745,4.821809
10746,4.305874
10747,2.8508492
10748,7.135632
10749,4.0821834
10750,4.6601634
10751,5.430287
10752,4.2898397
10753,2.8986523
10754,8.245677
10755,6.154642
10756,2.6305168
10757,4.028064
10758,4.504267
10759,3.4801822
10760,5.9524293
10761,5.795558
10762,5.6122065
10763,6.079872
10764,4.9279623
10765,5.563285
10766,6.500324
10767,4.12505
10768,5.959337
10769,4.5704637
10770,6.516109
10771,2.8304315
10772,5.3860693
10773,2.4794343
10774,5.0688825
10775,5.3622403
10776,4.4041333
10777,2.9057922
10778,7.3219514
10779,4.067536
10780,3.5306795
10781,5.0459886
10782,5.5045905
10783,5.043878
10784,5.997424
10785,5.65204
10786,4.2601624
10787,6.905046
10788,5.8175073
10789,4.5126176
10790,3.4345891
10791,3.8635135
10792,5.560934
10793,4.895943
10794,5.8779716
10795,5.9983892
10796,4.3685937
10797,6.5251765
10798,6.3933196
10799,8.362947
10800,2.4959328
10801,5.898628
10802,5.550577
10803,3.9336648
10804,5.0788336
10805,5.2607827
10806,5.9340196
10807,5.426302
10808,3.4650578
10809,3.8337135
10810,3.3684466
10811,4.7094336
10812,5.132708
10813,5.247591
10814,6.1385946
10815,2.4500716
10816,3.6923642
10817,5.212523
10818,4.7894163
10819,3.6520233
10820,4.794252
10821,1.5004624
10822,4.15454
10823,4.113975
10824,6.3511696
10825,6.440396
10826,2.8033462
10827,5.777501
10828,2.5432496
10829,6.282498
10830,5.804647
10831,5.692953
10832,6.079553
10833,5.651737
10834,4.5221825
10835,5.245376
10836,4.8976655
10837,5.4765873
10838,3.253855
10839,2.0546036
10840,4.7579985
10841,6.8531394
10842,6.293425
10843,3.8181264
10844,4.045301
10845,3.375383
10846,3.751355
10847,4.986724
10848,3.1336505
10849,5.9241376
10850,5.2142015
10851,2.290475
10852,5.605638
10853,5.185505
10854,5.8157434
10855,3.8166492
10856,4.8752294
10857,5.393106
10858,6.074594
10859,3.9766195
10860,4.8334846
10861,6.122489
10862,5.416757
10863,5.161732
10864,6.8314533
10865,6.536639
10866,4.9980755
10867,1.5145088
10868,4.7668037
10869,5.871107
10870,6.067004
10871,6.24521
10872,4.104772
10873,3.7713962
10874,5.7677073
10875,4.873195
10876,5.9251056
10877,5.3547816
10878,5.871991
10879,6.3967648
10880,4.144581
10881,6.7951508
10882,2.6980855
10883,3.2449484
10884,3.5103602
10885,4.577608
10886,2.1311903
10887,3.0815759
10888,5.658837
10889,4.9528527
10890,4.4095783
10891,3.8382635
10892,5.3362885
10893,2.0286915
10894,5.87286
10895,6.5628347
10896,2.5420709
10897,5.2948895
10898,5.0322304
10899,2.929154
10900,3.7723303
10901,4.7959943
10902,4.2512136
10903,3.8764842
10904,4.360385
10905,4.386058
10906,2.7997854
10907,4.9170575
10908,4.9737306
10909,1.2429235
10910,5.5315385
10911,5.8673763
10912,5.9344873
10913,5.5745444
10914,5.641958
10915,3.556061
10916,4.7538157
10917,5.5988755
10918,6.037228
10919,3.6631324
10920,5.208497
10921,5.3231497
10922,3.762239
10923,4.81935
10924,5.0140967
10925,6.2184343
10926,6.136049
10927,4.313408
10928,2.832918
10929,5.1706023
10930,5.7115507
10931,3.81566
10932,4.785635
10933,6.320183
10934,4.751732
10935,5.7654643
10936,2.582871
10937,5.9639077
