id,Hardness
10407,2.3394623
10408,2.577323
10409,5.7661343
10410,5.3114834
10411,5.7565894
10412,5.768758
10413,2.6811702
10414,5.751628
10415,2.6331928
10416,5.7609587
10417,5.688204
10418,5.4490547
10419,5.771774
10420,5.070963
10421,5.7640266
10422,5.7577724
10423,5.746707
10424,5.7635164
10425,5.7604065
10426,2.2009232
10427,5.6454687
10428,5.746781
10429,5.7756615
10430,2.6527421
10431,5.7227263
10432,5.7631464
10433,5.771057
10434,5.75649
10435,5.7701087
10436,5.7610664
10437,5.76985
10438,5.7693872
10439,5.761083
10440,4.9617004
10441,2.4573991
10442,4.412655
10443,2.382625
10444,4.3444023
10445,5.7638297
10446,2.5287442
10447,5.7649016
10448,5.7628565
10449,5.7631474
10450,5.7657385
10451,5.759735
10452,2.6700897
10453,5.7799215
10454,5.555257
10455,2.3282359
10456,2.465878
10457,2.3652303
10458,5.8570137
10459,5.7599993
10460,2.887709
10461,5.773552
10462,5.7570972
10463,5.7660904
10464,5.7624354
10465,2.310431
10466,5.7666926
10467,5.763218
10468,2.6175222
10469,5.747195
10470,5.7596035
10471,5.756934
10472,2.2759995
10473,5.7697573
10474,2.5590067
10475,5.76704
10476,2.8757563
10477,5.7670712
10478,5.327707
10479,5.4491167
10480,2.7683964
10481,5.4894075
10482,5.764801
10483,5.770509
10484,2.3231091
10485,2.737364
10486,2.500832
10487,2.297315
10488,5.762526
10489,5.76676
10490,2.9184356
10491,5.7683935
10492,5.774471
10493,2.3173566
10494,2.7469194
10495,2.5123377
10496,2.6317754
10497,5.76314
10498,5.7758026
10499,5.7673182
10500,5.7546635
10501,2.5683525
10502,5.8522243
10503,5.769827
10504,5.766818
10505,2.3381388
10506,2.7252698
10507,5.765416
10508,2.4955888
10509,2.5781798
10510,4.5846386
10511,2.2792723
10512,5.759222
10513,5.755046
10514,3.2882137
10515,2.411827
10516,2.8052406
10517,5.7702456
10518,5.747631
10519,5.767009
10520,5.7634897
10521,5.540477
10522,5.760556
10523,5.7829914
10524,2.8866854
10525,2.588552
10526,2.2998643
10527,5.7654133
10528,5.770322
10529,5.2245026
10530,2.530213
10531,5.7611027
10532,5.7519107
10533,5.7523446
10534,5.7866096
10535,5.749241
10536,5.7555113
10537,5.424157
10538,5.767522
10539,5.76513
10540,2.477806
10541,2.4177983
10542,5.717064
10543,5.773436
10544,5.4998007
10545,5.7417803
10546,5.76307
10547,5.7537775
10548,5.751333
10549,5.7633796
10550,5.766589
10551,5.6534243
10552,5.7627764
10553,5.7657547
10554,2.466539
10555,2.5938857
10556,5.7698717
10557,5.7675247
10558,5.764166
10559,5.4859815
10560,2.4907918
10561,5.66677
10562,5.764174
10563,2.596867
10564,2.4828222
10565,2.74531
10566,2.4443808
10567,3.825437
10568,2.7933047
10569,5.7533727
10570,5.75894
10571,5.771763
10572,5.769434
10573,5.7672873
10574,2.5503745
10575,2.7964904
10576,2.259724
10577,1.048139
10578,5.75998
10579,5.7715387
10580,2.47993
10581,5.770192
10582,2.7664738
10583,2.4604144
10584,5.6978273
10585,2.5063086
10586,2.3928204
10587,5.76746
10588,2.4834118
10589,5.7683983
10590,2.5618734
10591,5.769601
10592,2.5513666
10593,5.7717257
10594,5.7653255
10595,5.764821
10596,5.709198
10597,5.7697062
10598,5.441627
10599,5.7581587
10600,2.3418021
10601,5.776125
10602,5.6798143
10603,5.764165
10604,5.767891
10605,1.297378
10606,2.4266338
10607,5.767415
10608,5.771473
10609,5.8941917
10610,5.7642713
10611,5.7669086
10612,5.7692947
10613,5.7617645
10614,5.766287
10615,5.7697334
10616,5.80729
10617,5.7708735
10618,2.3366086
10619,5.767721
10620,5.771457
10621,5.2544823
10622,3.4686618
10623,5.7656274
10624,5.7591815
10625,5.764926
10626,2.7607849
10627,5.760905
10628,5.7696266
10629,5.759796
10630,2.2801971
10631,5.7494593
10632,2.6709929
10633,2.3785512
10634,2.6502957
10635,2.4398606
10636,5.7608232
10637,5.7479963
10638,2.3946211
10639,5.7677975
10640,5.7718782
10641,2.8053377
10642,2.5206566
10643,1.0498095
10644,4.8059316
10645,5.7608438
10646,2.2130327
10647,5.764683
10648,5.763792
10649,5.7618456
10650,2.4626942
10651,5.7674713
