id,Hardness
10407,2.6873948835388033
10408,2.578025390804304
10409,6.020627442371197
10410,4.522833244151549
10411,5.160218369361456
10412,5.287372350714065
10413,3.6399153548725063
10414,5.418588236249483
10415,2.8665469346030297
10416,4.495917002990598
10417,3.1719990295900895
10418,3.8113634166502433
10419,6.045814406762439
10420,4.990772277738334
10421,5.6512094309471586
10422,5.736285439340261
10423,4.615468949322778
10424,4.921833853560106
10425,5.633694946166412
10426,2.1867897662561337
10427,5.0653532630092135
10428,4.272861174743109
10429,5.9542048499606315
10430,3.443323486895135
10431,4.4846363804283
10432,5.7005184978768275
10433,5.8740890521811675
10434,5.7014257243734185
10435,6.030043098589059
10436,5.838535734569592
10437,5.852537030630414
10438,6.152771993866843
10439,5.798810109033002
10440,3.988184975374567
10441,2.863471484803681
10442,3.706136667120837
10443,2.1423498727284875
10444,3.7546553224410366
10445,5.513912628546102
10446,3.7398768076518714
10447,5.77224133867887
10448,5.9265552950392
10449,5.182684490174782
10450,5.944835534966339
10451,5.381120625605455
10452,2.6635144683154715
10453,6.35058249407485
10454,4.6147417267891235
10455,2.659037543280146
10456,2.3057776649986788
10457,2.715309789034767
10458,10.0
10459,5.606393596898872
10460,3.305131326187364
10461,5.997590236834628
10462,5.713387370483412
10463,5.81714782000213
10464,5.835291668347716
10465,2.7061039208213806
10466,5.971350745539667
10467,5.808227369315476
10468,3.0201586173114485
10469,4.9984997278810335
10470,5.13464708733103
10471,5.4495902410236
10472,2.177362557715089
10473,6.003254898844906
10474,2.988959369815751
10475,5.974270806402005
10476,3.838003862683186
10477,5.938137827626264
10478,3.8559470804520504
10479,3.8381797888153746
10480,3.7333366803745616
10481,3.791568163733282
10482,6.00451478382634
10483,5.926603353723066
10484,1.7193298356471478
10485,4.153261320910821
10486,1.6928993898400868
10487,2.435074828841097
10488,5.821029331698728
10489,4.253071061700287
10490,4.663358609803337
10491,5.8718451054683625
10492,6.447860846387946
10493,2.529258094014245
10494,3.750776187232719
10495,3.3976800121704263
10496,3.282855087938411
10497,5.554913231462705
10498,6.06778157265054
10499,6.072108751060547
10500,3.9747788397035304
10501,2.7707482325861807
10502,8.119388932273957
10503,6.075953849813478
10504,5.776088299869046
10505,2.2871217387693332
10506,3.453682402078069
10507,5.987541656864769
10508,2.5661061801583673
10509,2.6179087186451513
10510,4.027873548249058
10511,1.7893251828744114
10512,5.664174454482611
10513,5.484085562307906
10514,4.5923033715562465
10515,2.6530379904994885
10516,3.857717882332635
10517,5.92147113306024
10518,4.914336297092488
10519,5.82195541042701
10520,5.572019812918886
10521,4.786686762439415
10522,5.299322376416947
10523,5.718746568537192
10524,3.255248651806345
10525,3.4743833347754585
10526,2.4942550726073858
10527,6.006023689602935
10528,6.049951208936046
10529,4.864098578108428
10530,2.1856466474156253
10531,5.62805439048114
10532,5.150579895586772
10533,5.430288806721069
10534,6.663168719797329
10535,5.388230591188947
10536,4.8745479705796875
10537,4.482620799400559
10538,5.817449667874717
10539,5.621139261879259
10540,3.0159376041768327
10541,2.424451382084072
10542,4.188375724168615
10543,6.012205370008888
10544,4.523429205809034
10545,4.989347769093441
10546,5.669342129103781
10547,5.43379750606108
10548,5.515252399161496
10549,5.270129283744043
10550,5.780128924651536
10551,5.172514545080723
10552,5.398705770911485
10553,5.3514567887357
10554,3.6954682969223605
10555,2.2927741677340934
10556,5.446048538514162
10557,5.941288814157426
10558,5.732435529957468
10559,3.8149978765170847
10560,2.4277383731788533
10561,4.6122826587576204
10562,5.864930061335189
10563,3.3206918205044333
10564,2.1845512539197913
10565,2.461801550775172
10566,3.34272984285324
10567,4.013884164446557
10568,4.289936920853172
10569,4.883674476470122
10570,5.389454749962006
10571,6.055408767298007
10572,5.917758052711896
10573,5.654198000753956
10574,2.8194891792657932
10575,3.880906056979613
10576,1.6834004732165673
10577,1.2859638752868767
10578,5.266548409167652
10579,5.66814217964609
10580,2.696010722955683
10581,6.067871372639802
10582,2.8854001691274083
10583,2.624625291526056
10584,4.673344542428518
10585,2.5236472285477975
10586,2.0704455354797218
10587,5.358408972641086
10588,3.224078150196234
10589,5.808135842943795
10590,3.1271849678008685
10591,5.851602404658336
10592,2.5348747042221316
10593,5.744749953032839
10594,5.919242496905719
10595,5.744209994354585
10596,4.317963683648024
10597,5.844602943130191
10598,4.5317499939870745
10599,5.605078869167139
10600,2.475531381364307
10601,5.8747817031847545
10602,4.218145345127507
10603,5.777223174171967
10604,5.950074848358753
10605,1.3769426886478056
10606,2.847481337985391
10607,6.024389910202462
10608,5.759018555955579
10609,10.0
