id,Hardness
10407,2.6873948834325665
10408,2.5780253908332726
10409,6.020627442288629
10410,4.522833244147375
10411,5.160218369452921
10412,5.287372350797402
10413,3.639915354909626
10414,5.418588236252677
10415,2.8665469347719443
10416,4.495917003042931
10417,3.171999029766968
10418,3.8113634166909343
10419,6.045814406694324
10420,4.990772277766839
10421,5.65120943091694
10422,5.736285439250637
10423,4.615468949163352
10424,4.921833853721417
10425,5.633694946165795
10426,2.1867897665789293
10427,5.0653532632591745
10428,4.2728611748113545
10429,5.954204849859743
10430,3.4433234869138927
10431,4.484636380379897
10432,5.700518497843092
10433,5.874089052156944
10434,5.701425724275099
10435,6.030043098523886
10436,5.838535734566807
10437,5.852537030576466
10438,6.1527719937745795
10439,5.798810109022253
10440,3.9881849753414094
10441,2.8634714847305225
10442,3.7061366672511564
10443,2.1423498727320465
10444,3.754655322561506
10445,5.513912628539134
10446,3.7398768076098103
10447,5.772241338630917
10448,5.926555294923521
10449,5.1826844901165465
10450,5.944835534920623
10451,5.381120625751516
10452,2.6635144684303462
10453,6.3505824939376865
10454,4.614741726923909
10455,2.659037543333978
10456,2.3057776650874486
10457,2.71530978899676
10458,10.0
10459,5.606393596856408
10460,3.305131326380101
10461,5.997590236775769
10462,5.713387370422226
10463,5.817147819946395
10464,5.835291668254402
10465,2.706103920834268
10466,5.9713507454443455
10467,5.808227369247837
10468,3.0201586172358685
10469,4.998499727976835
10470,5.134647087318611
10471,5.449590241060953
10472,2.1773625576109414
10473,6.003254898792735
10474,2.9889593696297414
10475,5.9742708063485965
10476,3.838003862837041
10477,5.938137827567332
10478,3.8559470805506737
10479,3.8381797888609763
10480,3.7333366805552903
10481,3.791568163787452
10482,6.004514783763832
10483,5.92660335368614
10484,1.7193298357322084
10485,4.153261320922416
10486,1.6928993901378855
10487,2.435074828869393
10488,5.821029331582978
10489,4.2530710617161445
10490,4.663358609617156
10491,5.871845105433553
10492,6.447860846221654
10493,2.52925809399656
10494,3.7507761870387695
10495,3.397680012184338
10496,3.2828550879267233
10497,5.554913231385772
10498,6.0677815725765445
10499,6.072108751001022
10500,3.97477883978656
10501,2.7707482325760826
10502,8.11938893190999
10503,6.075953849746944
10504,5.776088299905524
10505,2.2871217390467056
10506,3.453682402063949
10507,5.987541656794782
10508,2.566106180118193
10509,2.617908718601539
10510,4.0278735482278165
10511,1.789325182919126
10512,5.664174454473017
10513,5.484085562324085
10514,4.592303371319637
10515,2.653037990533174
10516,3.8577178824229588
10517,5.921471133034129
10518,4.914336297010253
10519,5.821955410423288
10520,5.572019812845551
10521,4.786686762603719
10522,5.299322376534198
10523,5.718746568464963
10524,3.2552486517653345
10525,3.474383334817878
10526,2.4942550726623525
10527,6.006023689540216
10528,6.049951208869035
10529,4.864098578181822
10530,2.1856466476318674
10531,5.628054390438217
10532,5.15057989564489
10533,5.4302888066597
10534,6.663168719680908
10535,5.388230591139598
10536,4.874547970613741
10537,4.482620799458041
10538,5.81744966780889
10539,5.62113926182628
10540,3.0159376043230117
10541,2.424451382136652
10542,4.188375724216332
10543,6.012205369928845
10544,4.523429205823085
10545,4.989347769004765
10546,5.6693421291155515
10547,5.4337975060301495
10548,5.51525239912916
10549,5.270129283698671
10550,5.780128924579786
10551,5.172514544951614
10552,5.398705770915886
10553,5.351456788710059
10554,3.6954682969677055
10555,2.2927741677731537
10556,5.446048538428417
10557,5.941288814091113
10558,5.73243552989278
10559,3.8149978764776993
10560,2.4277383732090474
10561,4.612282658851874
10562,5.864930061311591
10563,3.3206918206166813
10564,2.184551254015923
10565,2.4618015509106006
10566,3.342729842857688
10567,4.013884164317768
10568,4.289936920715885
10569,4.883674476526356
10570,5.389454749990076
10571,6.055408767239258
10572,5.917758052604415
10573,5.65419800073508
10574,2.8194891791234613
10575,3.880906056887198
10576,1.683400473322692
10577,1.2859638753874785
10578,5.266548409069003
10579,5.668142179646096
10580,2.6960107230026007
10581,6.067871372564636
10582,2.8854001692849574
10583,2.624625291615099
10584,4.673344542289989
10585,2.5236472286347627
10586,2.070445535642605
10587,5.358408972691575
10588,3.2240781502019615
10589,5.808135842899175
10590,3.1271849678768047
10591,5.851602404605715
10592,2.534874704125839
10593,5.744749953042719
10594,5.919242496867628
10595,5.744209994277631
10596,4.317963683742138
10597,5.844602943153673
10598,4.531749994172018
10599,5.605078869091887
10600,2.475531381422565
10601,5.874781703163373
10602,4.21814534510247
10603,5.77722317411267
10604,5.950074848324586
10605,1.3769426887628657
10606,2.847481338054292
10607,6.02438991014272
10608,5.759018555981398
10609,10.0
10610,6.166637407662268
10611,4.823360251825495
10612,6.147961077219931
10613,5.723543830309946
10614,5.879520199831726
10615,5.6809215813300895
10616,6.623881476296236
10617,5.696284996154981
10618,2.264590321419283
10619,5.9056131680890385
10620,6.11076241475717
10621,3.9078253484246477
10622,3.8782190182857943
10623,5.729404231223746
10624,5.257180326694757
10625,6.03932042360191
10626,3.63577477112057
10627,5.610221730261556
10628,5.998235601957752
10629,5.37259868226435
10630,2.241717394896755
10631,4.237065270613494
10632,2.5690663199396204
10633,2.4618071736254152
10634,3.1802449421060697
10635,3.9623607932377003
10636,5.06159749500579
10637,4.481294832119718
10638,2.442796446215274
10639,5.793422196445914
10640,6.055428372512969
10641,4.236033810610331
10642,2.7766991900302
10643,1.419873157997896
10644,3.7136655910708787
10645,5.827025570693017
10646,2.2187156922329025
10647,5.98356623771102
10648,5.709039197832709
10649,5.838594238185245
10650,3.8262648501527656
10651,6.208855577805489
10652,5.826634424552928
10653,5.762125857228048
10654,3.825933140996982
10655,3.0211518318678348
10656,5.3824833071272655
10657,4.508894467561105
10658,5.888106632634792
10659,5.772168484236464
10660,3.5931487602687544
10661,4.437159371299982
10662,4.208929910656728
10663,5.901435182500384
10664,3.2892656924349253
10665,5.788056698780101
10666,4.995954695144536
10667,5.645679561756953
10668,5.931082373725978
10669,4.331294392923862
10670,2.776995881723532
10671,2.9570718743983355
10672,2.4589854276196115
10673,3.261597623046317
10674,2.63072426477219
10675,4.254565266934773
10676,2.267543196499623
10677,2.543594298453305
10678,4.190641926813701
10679,2.3481257698367357
10680,5.781609461520658
10681,3.8684132905747632
10682,5.2533911662712605
10683,4.703043868387258
10684,2.321852488469781
10685,5.23032454319833
10686,3.836754674090554
10687,6.00166675104197
10688,5.923304289295636
10689,5.146040137371154
10690,4.674774263902424
10691,5.590249287191941
10692,5.429591057121536
10693,5.539172856513968
10694,6.0150770640508755
10695,3.6339622766839885
10696,5.772807900719797
10697,5.5405170228162115
10698,3.8936710538788537
10699,1.6784997183479973
10700,3.2654958990354235
10701,5.6772393454107455
10702,5.707602689020085
10703,5.199745691668986
10704,2.9582070712229194
10705,5.90378912800372
10706,6.085307302808179
10707,6.716113350438252
10708,3.5365801869358022
10709,2.7392277223986063
10710,5.237927402299784
10711,4.918153559539451
10712,5.424267361724035
10713,2.760071045483218
10714,2.4118078228664754
10715,5.857777329997234
10716,5.120842734389572
10717,6.161688710067758
10718,5.23255057500573
10719,5.601742839245295
10720,5.855187153203275
10721,2.973943205242569
10722,2.5206717843983006
10723,4.799704658633117
10724,5.33122796258024
10725,1.4713635752558987
10726,3.2521290227501938
10727,1.8550594311790944
10728,3.2916713800340576
10729,5.310744801816335
10730,5.784793003400093
10731,5.750028853004855
10732,2.8313191095870036
10733,2.367480225714457
10734,5.945351492051664
10735,5.893947478618376
10736,5.967494949463982
10737,5.096241906540697
10738,6.204985395351625
10739,3.3187317849784006
10740,2.450103083416078
10741,5.918356318292825
10742,2.5605561425469636
10743,4.23017006246101
10744,2.7876988799449496
10745,5.7359444690948
10746,4.449935837839224
10747,2.269206948143229
10748,6.420494142954697
10749,5.04627294092337
10750,5.412492378041396
10751,5.767788796863535
10752,4.048138548944658
10753,4.272219297321936
10754,6.170356504564276
10755,5.885438432830432
10756,3.775575653428008
10757,3.494991338148708
10758,3.9542278841598835
10759,2.541616823991155
10760,5.99224982400869
10761,5.814887129839181
10762,5.829067264909708
10763,5.844532154206539
10764,5.181624772803754
10765,5.301424074452834
10766,5.966498993363821
10767,4.956850577673427
10768,6.077640992896737
10769,5.921635511457764
10770,6.328091576793883
10771,2.521702536845498
10772,5.775532676497253
10773,2.8870978398956
10774,5.7206050867288
10775,5.748534587385357
10776,4.7998999141568595
10777,1.4938145527574154
10778,6.165217879095905
10779,5.517501129793384
10780,3.4062522735320986
10781,5.02884349602844
10782,5.915457836067386
10783,4.385941651689621
10784,5.932652275185089
10785,6.123306116890617
10786,4.904411404941619
10787,5.947878591511041
10788,5.91891735274595
10789,5.4702929267349445
10790,3.1182613924806786
10791,3.926860484550931
10792,5.8761061072499885
10793,4.918086636234213
10794,5.1419839842014685
10795,5.893243499948689
10796,4.562808005305316
10797,5.917563384274863
10798,6.458994474884857
10799,6.215661911580976
10800,2.8045843027613286
10801,6.000164765673981
10802,5.634558280926257
10803,3.756953318434747
10804,5.658617382803493
10805,5.776083731947077
10806,6.086259993032894
10807,5.958022619161475
10808,3.694487648368914
10809,2.6915697133593977
10810,3.8607803179871234
10811,3.755848594223031
10812,3.5551097587766183
10813,5.483416907603743
10814,5.720673763969599
10815,2.3917890842811738
10816,3.728926612614298
10817,5.485440576007466
10818,4.3970615664765695
10819,5.699424967338672
10820,5.855884838446178
10821,2.2094994985162004
